0.000000	0	0	0.000000	1
1.000000	0	0	0.000000	2
1.000000	0	0	0.000000	3
1.000000	0	0	0.000000	4
2.000000	0	0	0.000000	5
2.700000	0	0	0.000000	4
3.000000	1	1	0.300000	4
3.000000	1	1	0.000000	5
3.000000	1	1	0.000000	6
4.000000	1	1	0.000000	7
4.000000	1	1	0.000000	8
4.000000	1	1	0.000000	9
5.000000	1	1	0.000000	10
5.000000	1	1	0.000000	11
5.000000	1	1	0.000000	12
6.000000	1	1	0.000000	13
6.000000	1	1	0.000000	14
6.000000	1	1	0.000000	15
7.000000	1	1	0.000000	16
7.000000	1	1	0.000000	17
7.000000	1	1	0.000000	18
7.000000	1	1	0.000000	19
7.000000	1	1	0.000000	20
7.000000	1	1	0.000000	21
7.000000	1	1	0.000000	22
7.000000	1	1	0.000000	23
8.000000	1	1	0.000000	24
9.000000	1	1	0.000000	25
9.000000	1	1	0.000000	26
9.000000	1	1	0.000000	27
9.000000	1	1	0.000000	28
10.000000	1	1	0.000000	29
10.000000	1	1	0.000000	30
11.000000	1	1	0.000000	31
11.000000	1	1	0.000000	32
12.000000	1	1	0.000000	33
12.000000	1	1	0.000000	34
12.000000	1	1	0.000000	35
12.000000	1	1	0.000000	36
12.000000	1	1	0.000000	37
12.000000	1	1	0.000000	38
12.000000	1	1	0.000000	39
13.000000	1	1	0.000000	40
13.000000	1	1	0.000000	41
13.000000	1	1	0.000000	42
13.000000	1	1	0.000000	43
13.000000	1	1	0.000000	44
13.000000	1	1	0.000000	45
14.000000	1	1	0.000000	46
14.000000	1	1	0.000000	47
14.000000	1	1	0.000000	48
14.000000	1	1	0.000000	49
14.400000	1	1	0.000000	48
15.000000	1	1	0.600000	49
15.000000	1	1	1.200000	50
16.000000	1	1	2.800000	51
16.300000	2	2	4.700000	51
17.000000	2	2	0.000000	52
17.000000	2	2	0.000000	53
17.000000	2	2	0.000000	54
17.000000	2	2	0.000000	55
17.000000	2	2	0.000000	56
17.000000	2	2	0.000000	57
17.000000	2	2	0.000000	58
17.000000	2	2	0.000000	59
17.000000	2	2	0.000000	60
17.000000	2	2	0.000000	61
18.000000	2	2	0.000000	62
18.000000	2	2	0.000000	63
19.000000	2	2	0.000000	64
20.000000	2	2	0.000000	65
21.000000	2	2	0.000000	66
22.000000	2	2	0.000000	67
23.000000	2	2	0.000000	68
23.000000	2	2	0.000000	69
24.000000	2	2	0.000000	70
24.000000	2	2	0.000000	71
25.000000	2	2	0.000000	72
26.000000	2	2	0.000000	73
26.000000	2	2	0.000000	74
26.000000	2	2	0.000000	75
27.000000	2	2	0.000000	76
27.000000	2	2	0.000000	77
27.800000	2	2	0.000000	76
28.000000	2	2	0.200000	77
28.000000	2	2	0.400000	78
28.000000	2	2	0.600000	79
28.000000	2	2	0.800000	80
29.000000	2	2	2.000000	81
29.000000	2	2	3.200000	82
29.000000	2	2	4.400000	83
29.000000	2	2	5.600000	84
30.000000	2	2	7.800000	85
30.000000	2	2	10.000000	86
31.000000	3	3	13.200000	86
31.000000	3	3	0.000000	87
31.000000	3	3	0.000000	88
32.000000	3	3	0.000000	89
32.000000	3	3	0.000000	88
33.000000	3	3	0.000000	89
33.000000	3	3	0.000000	90
34.000000	3	3	0.000000	91
34.000000	3	3	0.000000	92
34.000000	3	3	0.000000	93
34.000000	3	3	0.000000	94
34.000000	3	3	0.000000	95
34.000000	3	3	0.000000	96
34.000000	3	3	0.000000	97
34.000000	3	3	0.000000	98
35.000000	3	3	0.000000	99
35.000000	3	3	0.000000	100
36.000000	3	3	0.000000	101
36.000000	3	3	0.000000	102
37.000000	3	3	0.000000	103
37.000000	3	3	0.000000	104
38.000000	3	3	0.000000	105
38.000000	3	3	0.000000	106
38.000000	3	3	0.000000	107
38.000000	3	3	0.000000	108
38.000000	3	3	0.000000	109
38.000000	3	3	0.000000	110
38.000000	3	3	0.000000	111
38.000000	3	3	0.000000	112
39.000000	3	3	0.000000	113
39.000000	3	3	0.000000	114
39.000000	3	3	0.000000	115
39.000000	3	3	0.000000	116
40.000000	3	3	0.000000	117
40.000000	3	3	0.000000	118
40.000000	3	3	0.000000	119
40.000000	3	3	0.000000	120
40.000000	3	3	0.000000	121
40.000000	3	3	0.000000	122
41.000000	3	3	0.000000	123
41.000000	3	3	0.000000	124
42.000000	3	3	0.000000	125
42.000000	3	3	0.000000	126
42.000000	3	3	0.000000	127
42.000000	3	3	0.000000	128
42.000000	3	3	0.000000	129
42.000000	3	3	0.000000	130
42.300000	3	3	0.000000	129
43.000000	3	3	0.700000	130
43.000000	3	3	1.400000	131
43.000000	3	3	2.100000	132
43.000000	3	3	2.800000	133
43.000000	3	3	3.500000	134
43.700000	3	3	4.900000	133
44.000000	3	3	3.450000	134
44.000000	3	3	2.725000	135
45.000000	4	4	3.362500	135
45.000000	4	4	4.662500	136
45.300000	4	4	6.262500	135
46.000000	4	4	4.631250	136
46.000000	4	4	3.815625	137
46.000000	4	4	3.407812	138
46.000000	4	4	3.203906	139
46.000000	4	4	3.101953	140
46.700000	5	6	3.750977	140
47.000000	5	6	7.050977	141
47.000000	5	6	10.350977	142
47.000000	5	6	13.650977	143
47.000000	5	6	16.950977	144
47.000000	5	6	20.250977	145
47.900000	5	6	24.450977	144
48.000000	5	6	14.425488	145
48.000000	5	6	9.412744	146
49.000000	5	6	7.906372	147
49.000000	5	6	7.153186	148
49.300000	6	7	7.076593	148
50.000000	6	7	9.176593	149
50.000000	6	7	11.276593	150
51.000000	6	7	14.376593	151
51.000000	6	7	17.476593	152
51.200000	6	7	20.776593	151
52.000000	6	7	12.838297	152
53.000000	6	7	9.869148	153
53.000000	6	7	8.384574	154
53.400000	7	9	8.042287	154
54.000000	7	9	10.842287	155
54.000000	7	9	13.642287	156
54.000000	7	9	16.442287	157
55.000000	7	9	20.242287	158
55.000000	7	9	24.042287	159
55.000000	7	9	27.842287	160
55.000000	7	9	31.642287	161
55.000000	7	9	35.442287	162
55.000000	7	9	39.242287	163
55.000000	7	9	43.042287	164
55.000000	7	9	46.842287	165
55.000000	7	9	50.642287	166
56.000000	7	9	55.442287	167
56.300000	7	9	60.542287	166
57.000000	7	9	33.521144	167
57.000000	7	9	20.010572	168
57.000000	7	9	13.255286	169
57.400000	8	10	10.277643	169
58.000000	8	10	17.077643	170
58.000000	8	10	23.877643	171
58.000000	8	10	30.677643	172
59.000000	8	10	38.477643	173
59.000000	8	10	46.277643	174
59.000000	8	10	54.077643	175
59.000000	8	10	61.877643	176
59.300000	9	12	69.977643	176
60.000000	9	12	0.000000	177
60.000000	9	12	0.000000	178
61.000000	9	12	0.000000	179
61.000000	9	12	0.000000	180
62.000000	9	12	0.000000	181
63.000000	9	12	0.000000	182
63.000000	9	12	0.000000	183
63.000000	9	12	0.000000	184
64.000000	9	12	0.000000	185
64.000000	9	12	0.000000	186
64.000000	9	12	0.000000	187
64.000000	9	12	0.000000	186
